fila_excel,nombre,alias,tipo,detalle_cliente,categoria,sitio_web,anios_participacion,logo_archivo,logo_nombre_original,logo_drive_url,logo_descarga_directa,observacion
130,FUNDACIÓN REGAZO,,,Socia,Organizaciones participantes,https://regazo.cl/,2024,fundacion-regazo.png,FUNDACIÓN REGAZO.png,https://drive.google.com/file/d/1yXkeMG3UpDeTEuPn6N6TupDZLazPVx_Y/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1yXkeMG3UpDeTEuPn6N6TupDZLazPVx_Y,
131,FUNDACIÓN REÑACA MAS ALTO,,,Socia,Organizaciones participantes,https://renacamasalto.com/,"2024, 2025",fundacion-renaca-mas-alto.jpeg,Fundación Reñaca Más Alto.jpeg,https://drive.google.com/file/d/16QrdwBOjTR9WrAGt8zwN78X4ZTQqEK_d/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=16QrdwBOjTR9WrAGt8zwN78X4ZTQqEK_d,
132,FUNDACIÓN RONDA CHILE,,,Socia,Organizaciones participantes,www.rondachile.cl,2025,fundacion-ronda-chile.png,Fundación Ronda.png,https://drive.google.com/file/d/1o6MDV-UsuLPpRI7jEPZMo_3Zug8dox9H/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1o6MDV-UsuLPpRI7jEPZMo_3Zug8dox9H,
133,FUNDACIÓN SALUD CALLE,,,Socia,Organizaciones participantes,http://saludcalle.cl/,2025,fundacion-salud-calle.png,Fundación Salud Calle.png,https://drive.google.com/file/d/1ymH4o5sw4F73WeBWrMWz7G-jm2xLoWn7/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1ymH4o5sw4F73WeBWrMWz7G-jm2xLoWn7,
134,FUNDACIÓN SAN JOSÉ PARA LA ADOPCIÓN,,,Socia,Organizaciones participantes,www.fundacionsanjose.cl,2024,fundacion-san-jose-para-la-adopcion.jpeg,san jose para la adopcion.jpeg,https://drive.google.com/file/d/1f3lPqbeddXYV7xUxQ50RKIcY6vbhnApw/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1f3lPqbeddXYV7xUxQ50RKIcY6vbhnApw,
135,CASA DEL ENCUENTRO,,,Socia,Organizaciones participantes,https://casadelencuentro.cl/nosotros/,2024,casa-del-encuentro.png,Logo-Casa-del-Encuentro.png,https://drive.google.com/file/d/1jQsI7h-M0mgo5zTISv85XhNmziPiro5S/view?usp=sharing,https://drive.google.com/uc?export=download&id=1jQsI7h-M0mgo5zTISv85XhNmziPiro5S,
136,FUNDACIÓN SEMBRAR FUTURO,,,Socia,Organizaciones participantes,sembrarfuturo.cl,2025,fundacion-sembrar-futuro.svg,Sembrar Futuro 2.svg Sembrar Futuro.png,https://drive.google.com/file/d/14t8dBAOhcNa3uzft2SyIp1r8N0kaJ5j5/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=14t8dBAOhcNa3uzft2SyIp1r8N0kaJ5j5,la celda nombra varios archivos; el enlace de Drive apunta a uno solo
137,FUNDACIÓN SONRISAS,,,Socia,Organizaciones participantes,www.fundacionsonrisas.cl,"2024, 2025",fundacion-sonrisas.png,Fundación Sonrisas.png,https://drive.google.com/file/d/1waCMDNU_Jr_Rc5V_4lMU-wkV-v2o-tfX/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1waCMDNU_Jr_Rc5V_4lMU-wkV-v2o-tfX,
138,FUNDACIÓN SOYMÁS,,,Socia,Organizaciones participantes,www.soymas.cl,2025,fundacion-soymas.png,Fundación Soymás.png,https://drive.google.com/file/d/1bm85PSO7OvFvSNfu7XK7X04dFxZ1cuLS/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1bm85PSO7OvFvSNfu7XK7X04dFxZ1cuLS,
139,FUNDACIÓN TRABAJO PARA UN HERMANO CONCEPCIÓN,,,Socia,Organizaciones participantes,www.tphconcepcion.com,"2024, 2025",fundacion-trabajo-para-un-hermano-concepcion.png,Fundación Trabajo para un hermano Concepción.png,https://drive.google.com/file/d/15_IBfI444s6e4-WCSOLG-JWDM1tNKcps/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=15_IBfI444s6e4-WCSOLG-JWDM1tNKcps,
140,FUNDACIÓN TRASCENDER,,,Socia,Organizaciones participantes,www.fundaciontrascender.cl,"2025, 2026",fundacion-trascender.png,Fundación Trascender.png,https://drive.google.com/file/d/1wTruC4-7iDnHAKv34oJHroXb7AuUYcrs/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1wTruC4-7iDnHAKv34oJHroXb7AuUYcrs,
141,FUNDACIÓN TRATO HECHO VECINO,,,Socia,Organizaciones participantes,www.tratohechovecino.cl,2025,fundacion-trato-hecho-vecino.png,Logo Fundación Trato Hecho Vecino.png,https://drive.google.com/file/d/1-GGdgLquBgZ20FkYmONUftpvc3Sith2M/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1-GGdgLquBgZ20FkYmONUftpvc3Sith2M,
142,FUNDACIÓN TREGUA,,,Socia,Organizaciones participantes,www.fundaciontregua.cl,"2024, 2025",fundacion-tregua.png,Fundación Tregua.png,https://drive.google.com/file/d/18EXV9eZ-uKcECeN543Nsrt3Zyontx7BN/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=18EXV9eZ-uKcECeN543Nsrt3Zyontx7BN,
143,FUNDACIÓN TU MUNDO ES MI MUNDO,,,Socia,Organizaciones participantes,https://tumundoesmimundo.cl/,2025,fundacion-tu-mundo-es-mi-mundo.png,Fundación tu mundo es mi mundo.png,https://drive.google.com/file/d/12GmgILwkhG0tU11dnxjfec6YoX-qnzHS/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=12GmgILwkhG0tU11dnxjfec6YoX-qnzHS,
144,FUNDACIÓN DON BOSCO,,,Socia,Organizaciones participantes,www.fundaciondonbosco.cl,2025,fundacion-don-bosco.png,Fundación Don Bosco.png,https://drive.google.com/file/d/1SSzUesEbOMZtdlKwZU9XcZ2RObFpgWqM/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1SSzUesEbOMZtdlKwZU9XcZ2RObFpgWqM,
145,FUNDACIÓN VIVIR MÁS FELIZ,,,Socia,Organizaciones participantes,www.vivirmasfeliz.cl,2025,fundacion-vivir-mas-feliz.png,FUNDACIÓN VIVIR MÁS FELIZ.png,https://drive.google.com/file/d/1F4ErLet-SZpJ5qCDv-4laQAiyzDCKfE4/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1F4ErLet-SZpJ5qCDv-4laQAiyzDCKfE4,
146,FONDACIO,,,Socia,Organizaciones participantes,www.fondacio.cl,"2025, 2026",fondacio.png,Fondacio.png,https://drive.google.com/file/d/1gSBZAC28H__CLOlRwAteECYvxvascOW2/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1gSBZAC28H__CLOlRwAteECYvxvascOW2,
147,IFF AMÉRICA,,,"No socia, relacionada a socia COS",Organizaciones participantes,https://www.iffamerica.com/,2025,iff-america.png,IFF Amércia.png,https://drive.google.com/file/d/1N_fnw7NpWzviIV6Pj4hKrcKAeKmOQZ6S/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1N_fnw7NpWzviIV6Pj4hKrcKAeKmOQZ6S,
148,LA PROTECTORA DE LA INFANCIA,,,Socia,Organizaciones participantes,www.protectora.cl,2025,la-protectora-de-la-infancia.png,La Protectora de La Infancia.png,https://drive.google.com/file/d/1mvPmcWAI-TYmmP63MedGYJTsxdJ2I9rV/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1mvPmcWAI-TYmmP63MedGYJTsxdJ2I9rV,
149,MARÍA AYUDA,,,Socia,Organizaciones participantes,www.mariaayuda.cl,"2024, 2025",maria-ayuda.png,María Ayuda.png,https://drive.google.com/file/d/1LlgaLMcj_lpUXmDkCFHylK8z5DASijNL/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1LlgaLMcj_lpUXmDkCFHylK8z5DASijNL,
150,ONG EL CIRCO DEL MUNDO,,,Socia,Organizaciones participantes,www.elcircodelmundo.com,2025,ong-el-circo-del-mundo.png,ONG El Circo del Mundo-Chile.png,https://drive.google.com/file/d/1vyxrJDuJ5Yeo4Mk80Lv64AA2yN0E3nbJ/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1vyxrJDuJ5Yeo4Mk80Lv64AA2yN0E3nbJ,
151,GOOD NEIGHBORS CHILE,,,Socia,Organizaciones participantes,www.goodneighbors.cl,"2024, 2025",good-neighbors-chile.png,Good Neighbors Chile.png,https://drive.google.com/file/d/18BYzLpG9vkbk8Lh0V57DPvHJllumi9PB/view?usp=drive_link,https://drive.google.com/uc?export=download&id=18BYzLpG9vkbk8Lh0V57DPvHJllumi9PB,
152,ONG MARÍA ACOGE,,,Socia,Organizaciones participantes,www.mariaacoge.cl,"2024, 2025",ong-maria-acoge.jpg,ONG María Acoge.jpg,https://drive.google.com/file/d/1ws4zkPe05F0e0gb-yCpr_RNE6mjnY5sA/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1ws4zkPe05F0e0gb-yCpr_RNE6mjnY5sA,
153,PEQUEÑO COTTOLENGO,,,Socia,Organizaciones participantes,www.cottolengo.cl,"2024, 2025",pequeno-cottolengo.png,Pequeño Cottolengo.png,https://drive.google.com/file/d/1bz0x2efNEVHoeyQ8IRMriZBw2O95IN6t/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1bz0x2efNEVHoeyQ8IRMriZBw2O95IN6t,
154,TECHO-CHILE,,,Socia,Organizaciones participantes,https://techo.org/,2025,techo-chile.png,Techo para Chile 2.png Techo para Chile.png,https://drive.google.com/file/d/1TF_2mpGIdxR_OuMASFNmlfWUtSL923dd/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1TF_2mpGIdxR_OuMASFNmlfWUtSL923dd,la celda nombra varios archivos; el enlace de Drive apunta a uno solo
155,VICARÍA DE PASTORAL SOCIAL CARITAS,,,Socia,Organizaciones participantes,www.vicaria.cl,2025,vicaria-de-pastoral-social-caritas.png,Vicaría Pastoral Social Caritas.png,https://drive.google.com/file/d/1BuXhkhfvp1m5ZWBNQETGy1hsQlDvy_kH/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1BuXhkhfvp1m5ZWBNQETGy1hsQlDvy_kH,
156,WORLD VISION CHILE,,,Socia,Organizaciones participantes,www.worldvision.cl,2025,world-vision-chile.png,World Vision.png,https://drive.google.com/file/d/15mIJQGgIvpWSlcRC3A7y3txtWb_jMVWg/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=15mIJQGgIvpWSlcRC3A7y3txtWb_jMVWg,
157,MOVIDOS X CHILE,,,Programa Comunidad,Organizaciones participantes,https://movidosxchile.cl/,"2024, 2025, 2026",movidos-x-chile.png,Movidos x Chile.png,https://drive.google.com/file/d/1RjP3cK8FBlDKi7kEK1VAikt-JqYEPLcE/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1RjP3cK8FBlDKi7kEK1VAikt-JqYEPLcE,
158,ONG VIVIR CONSENTIDOS,,,Socia,Organizaciones participantes,www.vivirconsentidos.cl,2025,ong-vivir-consentidos.png,ONG vivir Consentidos.png,https://drive.google.com/file/d/1o44tLF8HKdbi_pd-dbgTSBPfbhyqrPcz/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1o44tLF8HKdbi_pd-dbgTSBPfbhyqrPcz,
159,OLLA RABBANI,,,Socia,Organizaciones participantes,https://ollarabbani.com/,2025,olla-rabbani.jpeg,Olla Rabanni.jpeg,https://drive.google.com/file/d/1iUkZ5UFvaLjL42va6x4l7jMKkWldKWwD/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1iUkZ5UFvaLjL42va6x4l7jMKkWldKWwD,
160,FUNDACIÓN DEBRA CHILE,,,Socia,Organizaciones participantes,https://debrachile.cl/,2025,fundacion-debra-chile.pdf,Fundación DEBRA Chile.pdf,https://drive.google.com/file/d/1_tfbE8GV8xkopLH5kogSxUfnROPA57lw/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1_tfbE8GV8xkopLH5kogSxUfnROPA57lw,formato .pdf no es imagen web: convertir a PNG o pedir otro archivo
161,FUNDACIÓN YOGA MEDICINA,,,Exsocia,Organizaciones participantes,https://yogamedicina.cl/,"2024, 2025",fundacion-yoga-medicina.png,Fundación Yoga Medicina.png,https://drive.google.com/file/d/1xz7pGkUbd2sGyB-JIFEWoCaT5wvIwMF8/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1xz7pGkUbd2sGyB-JIFEWoCaT5wvIwMF8,
162,ACCIÓN SOLIDARIA HOGAR DE CRISTO,,,No socia,Organizaciones participantes,https://accionsolidaria.cl/,2025,accion-solidaria-hogar-de-cristo.png,Acción Solidaria de Hogar de Cristo.png,https://drive.google.com/file/d/1IjICW8Ga88GBI0xyGMfZDg8Cd9-HNe7N/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1IjICW8Ga88GBI0xyGMfZDg8Cd9-HNe7N,
163,FUNDACIÓN VIDA + SUEÑOS,,,No socia,Organizaciones participantes,https://www.instagram.com/fundacion_vms/,2024,fundacion-vida-suenos.jpeg,Fundación Vida + Sueños.jpeg,https://drive.google.com/file/d/1B0TVlPMopsOQoRFRjH9NjLNF6y79jh4q/view?usp=sharing,https://drive.google.com/uc?export=download&id=1B0TVlPMopsOQoRFRjH9NjLNF6y79jh4q,el sitio web es una red social
164,FUNDACIÓN AMAR DAS,,,No socia,Organizaciones participantes,https://ongamardas.cl/,2025,fundacion-amar-das.jpeg,Fundación Amar Das.jpeg,https://drive.google.com/file/d/1UNIeEfIgapL7BnriwhufY4IYNQ2cs4aK/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1UNIeEfIgapL7BnriwhufY4IYNQ2cs4aK,
165,CETEP,,,"No socia, relacionada a COS",Organizaciones participantes,https://cultura.cetep.cl/,"2025, 2026",cetep.png,Grupo CETEP.png,https://drive.google.com/file/d/1fCT4Uua9RDKtMd5EJjlywtOco1kV5yAB/view?usp=sharing,https://drive.google.com/uc?export=download&id=1fCT4Uua9RDKtMd5EJjlywtOco1kV5yAB,
166,FUNDACIÓN CHILENA AJEDREZ SOCIAL Y TERAPÉUTICO,,,Exsocia,Organizaciones participantes,https://ajedrezsocialchile.cl/,2025,fundacion-chilena-ajedrez-social-y-terapeutico.png,Fundación Ajedrez Social Chile.png,https://drive.google.com/file/d/10rhs-2wiFa4TsXzv69LRxFVY-TyEpJVG/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=10rhs-2wiFa4TsXzv69LRxFVY-TyEpJVG,
167,CORPORACIÓN 3XI,,,"No socia, relacionada a COS",Organizaciones participantes,https://3xi.cl/,2025,corporacion-3xi.jpeg,LOGO 3XI.jpeg,https://drive.google.com/file/d/1swCaWR9BiSK8v8BBnjCjZYlgHUfXXYIe/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1swCaWR9BiSK8v8BBnjCjZYlgHUfXXYIe,
168,COFRADIA COQUIMBO,,,No socia,Organizaciones participantes,https://cofradiacoquimbo.cl/,2025,cofradia-coquimbo.jpeg,Cofradia Coquimbo.jpeg,https://drive.google.com/file/d/1PMIkg2AIio7eDMM8YeJ16JWrWTlZ82U-/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1PMIkg2AIio7eDMM8YeJ16JWrWTlZ82U-,
169,CONECTA MAYOR UC,,,No Socia,Organizaciones participantes,https://conectamayor.cl/,2025,conecta-mayor-uc.png,logo Conecta Mayor UC_horizontal celeste.png,https://drive.google.com/file/d/1b6qjwusns3-dE94PQatY6f4CEHvjs2UX/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1b6qjwusns3-dE94PQatY6f4CEHvjs2UX,
170,ESCUADRA ECUESTRE DESCENDENCIA ACULEGUANA,,,No socia,Organizaciones participantes,https://descendenciaaculeguana.cl/,2025,escuadra-ecuestre-descendencia-aculeguana.png,Escuadra Ecuestre Descendencia Aculeguana.png,https://drive.google.com/file/d/1O3egxHE5hZX35W3DkEt6jCr9anafOPWv/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1O3egxHE5hZX35W3DkEt6jCr9anafOPWv,
171,FUNDACIÓN APA,,,No socia,Organizaciones participantes,https://fundacionapa.cl/,2025,fundacion-apa.jpg,Fundación APA.jpg,https://drive.google.com/file/d/1962H8-F3RlxDeD11nPl7VEbPJEiAV1XF/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1962H8-F3RlxDeD11nPl7VEbPJEiAV1XF,
172,FUNDACIÓN AYUDARTE ESCUELA COLABORATIVA DE ARTES,,,No socia,Organizaciones participantes,https://www.instagram.com/fundacion_ayudarte_graneros/,2025,fundacion-ayudarte-escuela-colaborativa-de-artes.png,Fundación ayudarte escuela colaborativa de artes.png,https://drive.google.com/file/d/1iGgFJPg9H1zZtpjPvYgfTLBQE7QEmi4P/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1iGgFJPg9H1zZtpjPvYgfTLBQE7QEmi4P,el sitio web es una red social
173,FUNDACIÓN CMPC,,,"No socia, relacionada a socia COS",Organizaciones participantes,https://www.fundacioncmpc.cl/,2025,fundacion-cmpc.png,Fundación CMPC.png,https://drive.google.com/file/d/1OsRaf0UUrzBjvehsZZhNzlHIaZ9dSySF/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1OsRaf0UUrzBjvehsZZhNzlHIaZ9dSySF,
174,FUNDACIÓN ECOLETY,,,No socia,Organizaciones participantes,https://ecolety.cl/,2025,fundacion-ecolety.jpg,Fundación ecolety.jpg,https://drive.google.com/file/d/16JiuuwbdmyupNb_9owKRKrTV9s9l-XP2/view?usp=drive_link,https://drive.google.com/uc?export=download&id=16JiuuwbdmyupNb_9owKRKrTV9s9l-XP2,
175,FUNDACIÓN ILUMINA SUEÑOS,,,No socia,Organizaciones participantes,https://www.iluminasuenos.cl/sitio/,2025,fundacion-ilumina-suenos.png,Fundación_Ilumina Sueños.png,https://drive.google.com/file/d/1pvCmK9MqQHwyrTayRqGcY6p7W-AqxZPw/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1pvCmK9MqQHwyrTayRqGcY6p7W-AqxZPw,
176,FUNDACIÓN NATURALIZAR,,,No socia,Organizaciones participantes,https://www.naturalizar.cl/,2025,fundacion-naturalizar.png,Fundación Naturalizar.png,https://drive.google.com/file/d/1VejOJF_sfosNwDMFSVtChyrzbq_cSCCZ/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1VejOJF_sfosNwDMFSVtChyrzbq_cSCCZ,
177,FUNDACIÓN NÚCLEO NATIVO,,,No socia,Organizaciones participantes,www.nucleonativo.cl,2025,fundacion-nucleo-nativo.jpg,Fundación Nucleo Nativo.jpg,https://drive.google.com/file/d/1ME2zkHrO0dM6xJxot0BCUUZ8bhI-e5zQ/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1ME2zkHrO0dM6xJxot0BCUUZ8bhI-e5zQ,
178,HIJOS DE LA CALLE,,,No socia,Organizaciones participantes,https://www.instagram.com/hijosdelacalle_ong/?hl=es,2025,hijos-de-la-calle.jpg,Hijos de la calle.jpg,https://drive.google.com/file/d/1gtipRFVZ8awFHWm4RcaoFCEbVuGA2rjz/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1gtipRFVZ8awFHWm4RcaoFCEbVuGA2rjz,el sitio web es una red social
179,INGENIERÍA SIN FRONTERAS CHILE,,,No socia,Organizaciones participantes,https://isf-chile.org/,2025,ingenieria-sin-fronteras-chile.png,Ingeniería Sin Fronteras Chile.png,https://drive.google.com/file/d/1RcmcdWkGvc4TdvzZCjyNboNLuYIevgh8/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1RcmcdWkGvc4TdvzZCjyNboNLuYIevgh8,
180,PARQUE MAHUIDA,,,No socia (Corporación de Parques La Reina),Organizaciones participantes,https://parquemahuida.cl/,2025,parque-mahuida.jpg,LOGO_MAHUIDA.jpg,https://drive.google.com/file/d/1-yVVQc-zRDNhFbJA9FINtyuvXrsrjKhE/view?usp=sharing,https://drive.google.com/uc?export=download&id=1-yVVQc-zRDNhFbJA9FINtyuvXrsrjKhE,
181,SUMA SOSTENIBLE,,,No socia,Organizaciones participantes,https://sumasostenible.cl/,2025,suma-sostenible.jpeg,Logo_Suma_Sostenible.jpeg,https://drive.google.com/file/d/1nGRktPzsNtSi8UU6VMzkdHltqtARAA3h/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1nGRktPzsNtSi8UU6VMzkdHltqtARAA3h,
182,JUNTOS CON LOS MAYORES,,,No Socia,Organizaciones participantes,https://juntosconlosmayores.cl/,2025,juntos-con-los-mayores.png,Juntos con los Mayores - Corporación 3xi.png,https://drive.google.com/file/d/1EDk8twfh0OivXpWWUK-gO8V7EonkSf8T/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1EDk8twfh0OivXpWWUK-gO8V7EonkSf8T,
183,TE MAHATU SURF SOCIAL,,,No socia,Organizaciones participantes,https://temahatu.cl/,2025,te-mahatu-surf-social.png,Te Mahatu_Logo Azul_1.png,https://drive.google.com/file/d/1M82f2prwKCHjSagPncohpO36twPbH1A5/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1M82f2prwKCHjSagPncohpO36twPbH1A5,
184,FUNDACIÓN PWC,,,No Socia,Organizaciones participantes,https://www.pwc.com/cl/es/acerca-de-nosotros/Fundacion-PwC-Chile.html,"2024, 2025",fundacion-pwc.png,PWC.png,https://drive.google.com/file/d/1YcYODAboKIj88mz5Oo2jRdZHMCX9-Ho0/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1YcYODAboKIj88mz5Oo2jRdZHMCX9-Ho0,
185,FUNDACIÓN MANOS DE ESPERANZA,,,No socia,Organizaciones participantes,https://web.facebook.com/people/Fundacion-Manos-de-Esperanza/61577469839248/#,2025,fundacion-manos-de-esperanza.jpg,MANOS DE ESPERANZA.jpg,https://drive.google.com/file/d/1S_57WrN3Fye7nspG6T6p14HebMvbXVvM/view?usp=sharing,https://drive.google.com/uc?export=download&id=1S_57WrN3Fye7nspG6T6p14HebMvbXVvM,el sitio web es una red social
186,PARQUE CERROS DE RENCA,,,No Socia,Organizaciones participantes,https://renca.cl/parque-metropolitano-cerros-de-renca/,"2024, 2025",parque-cerros-de-renca.png,Parque Cerros de Renca.png,https://drive.google.com/file/d/1cXo5uUI67V4xfjsVq5Lf8UgdZaPsOBKf/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1cXo5uUI67V4xfjsVq5Lf8UgdZaPsOBKf,
187,UNIVERSIDAD DE TARAPACÁ - ARICA,,,Instituciones educativas,Organizaciones participantes,https://www.uta.cl/,2025,universidad-de-tarapaca-arica.png,Universidad de Tarapacá.png,https://drive.google.com/file/d/1P-3BwGGn28496f8WzGjbpG2LmOyeWgH_/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1P-3BwGGn28496f8WzGjbpG2LmOyeWgH_,
188,DUOC UC,,,Instituciones educativas,Organizaciones participantes,https://www.duoc.cl/,2025,duoc-uc.png,DUOC UC.png,https://drive.google.com/file/d/1-h9LEaXq4VmlmxwaiflkyxWjvP7jusDo/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1-h9LEaXq4VmlmxwaiflkyxWjvP7jusDo,
189,CEDIS ESE BUSINESS SCHOOL - U. ANDES,,,,Organizaciones participantes,,2025,,,,,SIN LOGO: no hay enlace de Drive
190,CEFIS - UNIVERSIDAD ADOLFO IBAÑEZ,,,Instituciones educativas,Organizaciones participantes,https://cefis.uai.cl/,2025,cefis-universidad-adolfo-ibanez.png,CEFIS UAI .png,https://drive.google.com/file/d/11ga08dAp5O9ou9FYqyexkmQb5PRjQ_b_/view?usp=drive_link,https://drive.google.com/uc?export=download&id=11ga08dAp5O9ou9FYqyexkmQb5PRjQ_b_,
191,OBSERVATORIO DE LA FAMILIA UNIVERSIDAD SAN SEBASTIÁN,,,Instituciones educativas,Organizaciones participantes,https://www.uss.cl/facultades-y-carreras/centros-institutos-uss/instituto-de-estudios-para-la-familia/,2025,observatorio-de-la-familia-universidad-san-sebastian.jpeg,Universidad San Sebastián.jpeg,https://drive.google.com/file/d/13tJyuQlDYN_ckzYS4xFmLyBKEOJcM8Zx/view?usp=drive_link,https://drive.google.com/uc?export=download&id=13tJyuQlDYN_ckzYS4xFmLyBKEOJcM8Zx,
192,CUVIC,,,Instituciones educativas,Organizaciones participantes,https://periodismopucv.cl/cuvic/,2025,cuvic.png,CUVIC - Colectivo Universitario de Vinculación y Comunicación Ciudadana- de la Escuela de Periodismo PUCV.png,https://drive.google.com/file/d/1LVr1GCUMLby4dbSlHbimdZKpTNOyZiYR/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1LVr1GCUMLby4dbSlHbimdZKpTNOyZiYR,
193,INACAP,,,Instituciones educativas,Organizaciones participantes,https://portal.inacap.cl/,2025,inacap.png,inacap-logo.png,https://drive.google.com/file/d/1NeKDFrykmqX7_8lvzzn6JrIcjfirEzoN/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1NeKDFrykmqX7_8lvzzn6JrIcjfirEzoN,
194,UNIVERSIDAD DEL BIOBÍO,,,Instituciones educativas,Organizaciones participantes,https://www.ubiobio.cl/w/,2025,universidad-del-biobio.png,Universidad del Biobío.png,https://drive.google.com/file/d/1VMqlDc5e9I3WoSZvphSvgNBxLZNUifXQ/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1VMqlDc5e9I3WoSZvphSvgNBxLZNUifXQ,
195,PUCV,,,Instituciones educativas,Organizaciones participantes,https://www.pucv.cl/,2025,pucv.png,PUCV .png,https://drive.google.com/file/d/1hkUBVmm32Qw1MG5nFHvmTieLr2caXs4M/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1hkUBVmm32Qw1MG5nFHvmTieLr2caXs4M,
196,UNIVERSIDAD CATÓLICA DE TEMUCO,,,Instituciones educativas,Organizaciones participantes,https://www.uct.cl/,2025,universidad-catolica-de-temuco.png,Universidad_Catolica_de_Temuco_Logo_Vertical.png,https://drive.google.com/file/d/1_DLeh9s7O94A_Ye3KJq7ILUE97iI7D1s/view?usp=sharing,https://drive.google.com/uc?export=download&id=1_DLeh9s7O94A_Ye3KJq7ILUE97iI7D1s,
197,"ESCUELA DE TRABAJO SOCIAL, UNIVERSIDAD CATÓLICA DE CHILE",,,Instituciones educativas,Organizaciones participantes,https://trabajosocial.uc.cl/,2025,escuela-de-trabajo-social-universidad-catolica-de-chile.png,Esc. T.Social-02.png,https://drive.google.com/file/d/1s2GJ0PIJR3LcfwvwMu3G-dw0cylt_Fps/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1s2GJ0PIJR3LcfwvwMu3G-dw0cylt_Fps,
198,NÚCLEO DE VIDA SILVESTRE FASEN,,,Organizaciones estudiantiles,Organizaciones participantes,,2025,nucleo-de-vida-silvestre-fasen.jpg,Núcleo de vida silvestre Fasen.jpg,https://drive.google.com/file/d/1z-yDEbASn6jSfH3eSgQgpg_IiG7GTR_e/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1z-yDEbASn6jSfH3eSgQgpg_IiG7GTR_e,sin sitio web
199,ACADEMIA SHEN MEN,,,Organizaciones de base,Organizaciones participantes,https://shenmenchile.cl/,2025,academia-shen-men.jpeg,Academia Shen Men.jpeg,https://drive.google.com/file/d/1idGV_u2k1cgrYD_De8LufiGerhXVV7FC/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1idGV_u2k1cgrYD_De8LufiGerhXVV7FC,
200,MUNICIPALIDAD DE LA REINA,,,Sector público,Organizaciones participantes,https://www.lareina.cl/,2025,municipalidad-de-la-reina.jpg,Logo M. La Reina.jpg,https://drive.google.com/file/d/1aa9Vo3cUW5mqTwkOYeU2UWVveVA_4O1o/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1aa9Vo3cUW5mqTwkOYeU2UWVveVA_4O1o,
